Country	[Aff_id_parent]	Aff_id_child	Inst	Affiliation
Germany	A01553	A05759	MPI Imm Epi	Max-Planck-Institute of Immunobiology and Epigenetics, Freiburg
Germany	A01553	A05760	MPI Sci Lght	Max-Planck-Institute for the Science of Light, Erlangen
Spain	A01553	A11333	Calar Alto Obs	Calar Alto Observatory
Germany	A01553	A11477	MP Dust Grp	Max-Planck Research Group on Dust in Star Forming Regions
Germany	A01553	A05721	MPI Plasma Phy Greif	Max-Planck-Institute for Plasma Physics, Greifsvald
Germany		A01583	Charite U Med	Charite University of Medicine, Berlin, Germany
Germany		A01584	RWTH	RWTH Aachen University, Germany
Germany	A01584	A01585	Dep Phy	RWTH Aachen University, Department of Physics
Germany		A01586	FU Berlin	Free University of Berlin, Germany
Germany	A01586	A01587	Dep Geos	Free University of Berlin, Department of Geosciences
Germany	A01586	A01588	Inst Metr	Free University of Berlin, Institute for Meteorology
Germany	A01586	A01589	Dep Phy	Free University of Berlin, Department of Physics
USA	A01586	A11417	ICRA	International Center for Relativistic Astrophysics
Germany		A01590	U Bielefeld	University of Bielefeld, Germany
Germany		A01591	U Bremen	University of Bremen, Germany
Germany	A01591	A01592	Dep Phy	University of Bremen, Department of Physics
Germany	A01591	A01593	Dep Geos	University of Bremen, Department of Geosciences
Germany	A01591	A01594	Ctr Mar Env Sci	University of Bremen, Center for Marine Environmental Sciences
Germany	A01591	A01595	CAST mGrav	University of Bremen, Center for Applied Space Technology and Microgravity
Germany		A01596	TU Dresden	Technical University of Dresden, Germany
Germany	A01596	A01597	Inst Phy	Technical University of Dresden, Institute for Physics
Germany	A01596	A01598	Inst Plan Geod	Technical University of Dresden, Institute for Planetary Geodesy
Germany		A01599	U Dusseldorf	Heinrich Heine University of Dusseldorf, Germany
Germany	A01599	A13033	Inst Phy	University of Dusseldorf Institute of Physics
Germany		A01600	U Erlangen-Nuremberg	Friedrich Alexander University of Erlangen-Nuremberg, Germany
Germany	A01600	A01601	Ast Inst	University of Erlangen-Nuremberg, Astronomical Institute
Germany	A01600	A01602	Dep Phy	University of Erlangen-Nuremberg, Department of Physics
Germany	A01600	A01603	GeoCtr	University of Erlangen-Nuremberg, GeoCenter
Germany		A01604	U Frankfurt	Goethe University of Frankfurt, Germany
Germany	A01604	A01605	Dep Geos	University of Frankfurt, Department of Geosciences
Germany	A01604	A01606	Inst App Phy	University of Frankfurt, Institute for Applied Physics
Germany	A01604	A01607	Dep Phy	University of Frankfurt, Department of Physics
Germany	A01604	A01608	Inst Nuc Phy	University of Frankfurt, Institute for Nuclear Physics
Germany	A01604	A11475	Inst Theo Phy	University of Frankfurt, Institute for Theoretical Physics
Germany	A01604	A11476	Inst Adv Stud	University of Frankfurt, Institute for Advanced Studies
Germany		A01609	U Freiburg	Albert Ludwigs University of Freiburg, Germany
Germany	A01609	A01610	FRIAS	University of Freiburg, Institute for Advanced Studies
Germany	A01609	A01611	Inst Geos	University of Freiburg, Institute for Geosciences
Germany	A01609	A01612	Inst Phy	University of Freiburg, Institute for Physics
Germany		A01613	U Giessen	Justus Liebig University of Giessen, Germany
Germany	A01613	A13061	Inst Phy	University of Giessen, Institute for Physics
Germany		A01614	U Halle	Martin Luther University of Halle, Germany
Germany		A01615	U Kassel	University of Kassel, Germany
Germany		A01616	U Kiel	Christian Albrechts University of Kiel, Germany
Germany	A01616	A01617	Inst Geos	University of Kiel, Institute for Geosciences
Germany	A01616	A01619	Inst Phy Chem	University of Kiel, Institute of Physical Chemistry
Ukraine	A01616	A03051	Inst Mar Res	Institute for Marine Research, Kiel
Germany	A01616	A11496	ITPA	University of Kiel, Institute for Theoretical Physics and Astrophysics
Germany	A01616	A11497	IEAP	University of Kiel, Institute for Experimental and Applied Physics
Germany	A01616	A11498	IFK	University of Kiel, Institute for Pure and Applied Nuclear Physics
Germany		A01620	U Leipzig	University of Leipzig, Germany
Germany	A01620	A01621	Dep Phy Geos	University of Leipzig, Department of Physics and Geosciences
